hip,ra_deg,dec_deg,mag,name,desig
98085,299.0053,16.6348,5.71,,10 Sge
98103,299.0594,11.4237,5.28,,φ Aql
98110,299.0765,35.0834,3.89,,η Cyg
98162,299.2368,-27.1699,4.54,Terebellum,b1 Sgr
98174,299.2763,-58.9014,5.24,,
98194,299.3078,40.3678,5.46,,
98234,299.4394,16.7892,5.54,,11 Sge
98258,299.4876,-15.4915,5.01,,g Sgr
98325,299.6583,30.9837,5.51,,
98332,299.672,-69.164,5.74,,
98337,299.6893,19.4921,3.51,,γ Sge
98353,299.7383,-26.1958,4.84,Terebellum,A Sgr
98375,299.7939,23.1013,5.68,,14 Vul
98383,299.8351,45.7725,5.92,,
98412,299.9341,-35.2763,4.37,,θ1 Sgr
98416,299.9473,-9.9582,5.87,,
98421,299.964,-34.6978,5.3,,θ2 Sgr
98425,299.98,37.0429,5.15,,25 Cyg
98438,300.0138,17.5165,5.33,,13 Sge
98461,300.0664,-37.7017,5.95,,
98470,300.0844,-33.7035,5.65,,
98478,300.0963,-66.9494,5.75,,μ1 Pav
98495,300.1481,-72.9105,3.97,,ε Pav
98512,300.2014,-45.1129,5.8,,
98526,300.2457,8.5577,5.9,,
98543,300.2752,27.7536,4.66,,15 Vul
98571,300.3398,50.1047,5.06,,e Cyg
98583,300.3689,64.821,5.22,,e Dra
98608,300.4364,-59.3759,4.95,,NU Pav
98609,300.4363,24.8004,5.88,,
98624,300.4686,-66.944,5.32,,μ2 Pav
98633,300.4942,-13.6372,5.69,,63 Sgr
98636,300.506,24.938,5.23,,16 Vul
98688,300.6645,-27.7098,4.43,Terebellum,c Sgr
98702,300.7045,67.8736,4.51,,ρ Dra
98738,300.8183,18.501,5.99,,
98754,300.8751,16.0313,5.73,,14 Sge
98761,300.8894,-37.9407,4.77,,
98767,300.9059,29.8968,5.73,,
98819,301.0259,17.0702,5.8,,15 Sge
98823,301.0346,7.278,5.51,,τ Aql
98842,301.0816,-32.0563,4.99,,
98844,301.0965,-0.7093,5.67,,62 Aql
98863,301.1507,32.2186,5.62,,V1768 Cyg
98920,301.2896,19.9911,5.09,,η Sge
98962,301.387,61.9954,5.4,,66 Dra
99026,301.5577,53.1657,5.81,,
99031,301.5907,35.9725,5.38,,b1 Cyg
99080,301.7225,23.6144,5.08,,17 Vul
99120,301.8465,-52.8808,4.93,,ξ Tel
99171,302.0076,-0.6782,5.97,,64 Aql
99240,302.1817,-66.1821,3.55,,δ Pav
99255,302.2223,77.7114,4.38,Al Aghnam,κ Cep
99303,302.3567,36.8396,4.93,,b2 Cyg
99404,302.6397,26.9042,5.51,,18 Vul
99461,302.7997,-36.1012,5.32,,
99473,302.8262,-0.8215,3.24,,θ Aql
99500,302.8955,62.0785,5.7,,68 Dra
99518,302.9499,26.809,5.51,,19 Vul
99531,303.0029,26.4788,5.91,,20 Vul
99572,303.1078,-12.6175,5.84,,ξ Cap
99631,303.3078,-1.0093,5.44,,66 Aql
99639,303.3252,46.8157,4.8,,30 Cyg
99655,303.3494,56.5677,4.28,,33 Cyg
99663,303.3651,60.6406,5.81,,
99675,303.4079,46.7413,3.8,,ο1 Cyg
99738,303.5605,28.6948,5.19,,21 Vul
99742,303.5692,15.1976,4.94,,ρ Aql
99747,303.5793,-52.4458,5.65,,
99770,303.6335,36.8063,4.93,,b3 Cyg
99824,303.8162,25.592,4.79,,QR Vul
99825,303.8225,-27.033,5.73,,
99841,303.849,33.7291,5.7,,
99848,303.868,47.7142,3.96,,ο2 Cyg
99853,303.876,23.5089,5.18,,22 Vul
99874,303.9422,27.8142,4.5,,23 Vul
99889,304.0026,45.5795,5.87,,
99951,304.1962,24.6711,5.3,,24 Vul
99968,304.2304,40.3651,5.27,,
100017,304.3805,66.8537,5.91,,
100027,304.412,-12.5082,4.3,Prima Giedi,α1 Cap
100044,304.4467,38.0329,4.77,Revenant of the Swan,P Cyg
100062,304.5058,-21.81,5.86,,4 Cap
100064,304.5136,-12.5449,3.58,Algedi,α2 Cap
100069,304.5291,40.7321,5.83,,
100097,304.6031,55.3971,5.76,,
100108,304.6194,36.9998,5.58,,36 Cyg
100122,304.6628,34.9828,5.14,,35 Cyg
100195,304.8484,-19.1185,5.28,,σ Cap
100221,304.903,62.2575,5.71,,71 Dra
100256,305.0008,13.5481,5.96,,
100261,305.0251,68.8803,5.59,,
100276,305.0892,17.7929,5.82,,
100310,305.1659,-12.7591,4.77,Alshat,ν Cap
100345,305.2528,-14.7814,3.05,Dabih,β Cap
100357,305.298,63.9801,5.69,,
100435,305.5143,24.4461,5.5,,25 Vul
100437,305.5224,45.795,5.58,,
100453,305.5571,40.2567,2.23,Sadr,γ Cyg
100469,305.6146,-42.0495,5.6,,κ1 Sgr
100501,305.6887,41.026,5.95,,
100541,305.7946,5.343,5.3,,
100574,305.9349,37.4764,5.87,,
100587,305.9651,32.1902,4.43,,39 Cyg
100591,305.9716,-42.4229,5.64,,κ2 Sgr
100738,306.3618,-28.6633,5.86,,
100751,306.4119,-56.7351,1.94,Peacock,α Pav
100754,306.4189,21.4096,5.68,,
100859,306.7594,49.3834,5.73,,43 Cyg
100881,306.83,-18.2117,5.08,Okul,π Cap
100907,306.8927,38.4403,5.63,,40 Cyg
100965,307.0608,81.4227,5.38,,75 Dra
101027,307.2151,-17.8137,4.77,,ρ Cap
101067,307.335,36.4547,5.9,,42 Cyg
101076,307.3489,30.3686,4.01,,41 Cyg
101082,307.3649,81.0913,5.96,,74 Dra
101084,307.363,56.0682,5.89,,
101093,307.3954,62.9941,4.21,Al Kidr,θ Cep
101101,307.4125,-2.8855,4.91,,69 Aql
101123,307.4746,-18.5832,5.94,,ο Cap
101138,307.5148,48.9516,4.94,Ruchba,ω1 Cyg
101243,307.8284,49.2203,5.44,Ruchba,ω2 Cyg
101260,307.8767,74.9546,5.18,,73 Dra
101345,308.0987,-9.8534,5.66,,
101421,308.3032,11.3033,4.03,Aldulfin,ε Del
101427,308.3235,-80.9649,5.76,,
101474,308.4758,35.2509,4.61,,47 Cyg
101475,308.4785,46.6939,5.78,,V2015 Cyg
101477,308.4795,-44.516,5.12,,ν Mic
101483,308.4877,13.0273,5.39,,η Del
101589,308.8272,14.6742,4.64,,ζ Del
101612,308.8952,-60.5817,4.75,,φ1 Pav
101692,309.1818,-2.55,4.91,,70 Aql
101716,309.2695,26.4619,5.59,,27 Vul
101769,309.3873,14.5951,3.64,Rotanev,β Del
101772,309.3918,-47.2915,3.11,Persian,α Ind
101773,309.3971,-61.5299,4.86,,ρ Pav
101800,309.4547,11.3777,5.42,,ι Del
101843,309.5775,-81.2891,5.89,,
101847,309.5845,-1.1051,4.31,,l Aql
101867,309.6306,21.2012,4.81,,29 Vul
101868,309.633,24.116,5.06,,28 Vul
101870,309.6458,23.6805,5.91,,
101882,309.6833,13.3151,5.69,,θ Del
101899,309.748,30.3343,5.68,,
101909,309.7707,15.8382,5.99,,
101916,309.7824,10.0862,5.07,,κ Del
101923,309.818,-14.9548,5.24,,τ Cap
101936,309.8537,0.4864,5.15,,1 Aqr
101958,309.9095,15.9121,3.77,Sualocin,α Del
101983,310.011,-60.5489,5.11,,φ2 Pav
101984,310.0123,-18.1387,5.15,,υ Cap
101986,310.0132,43.4589,5.97,,
102014,310.0826,-33.4318,5.47,,
102026,310.1355,-16.1242,5.79,,
102066,310.2606,32.3073,5.53,,49 Cyg
102092,310.3486,-31.5983,5.75,,
102098,310.358,45.2803,1.25,Deneb,α Cyg
102155,310.4854,41.7169,5.68,,
102157,310.4878,-66.7607,5.14,,υ Pav
102162,310.5124,-76.1806,5.99,,μ1 Oct
102177,310.5526,50.34,5.41,,51 Cyg
102208,310.6468,82.5312,5.75,,76 Dra
102253,310.7959,66.6574,5.59,,4 Cep
102281,310.8647,15.0746,4.43,Al Ukud,δ Del
102333,311.0097,-51.921,4.51,,η Ind
102358,311.0919,56.4884,5.91,,V0414 Cep
102388,311.2188,25.2706,4.92,,30 Vul
102395,311.2396,-66.2032,3.42,,β Pav
102422,311.3224,61.8388,3.41,Kabalfird,η Cep
102431,311.338,57.5797,4.52,,υ1 Cep
102453,311.4156,30.7197,4.22,,52 Cyg
102485,311.5239,-25.2709,4.13,Wei,ψ Cap
102487,311.5416,-21.514,5.91,,17 Cap
102488,311.5528,33.9703,2.48,Aljanah,ε Cyg
102497,311.5836,-39.1993,5.48,,
102531,311.6619,16.1241,5.15,,γ1 Del
102532,311.6646,16.1243,4.27,Al Salib,γ2 Del
102571,311.7948,34.3741,4.93,,T Cyg
102589,311.8522,36.4907,4.53,,λ Cyg
102599,311.8894,80.5523,5.36,,
102618,311.919,-9.4958,3.78,Albali,ε Aqr
102624,311.9343,-5.0277,4.43,,k Aqr
102633,311.9514,6.0082,5.57,,13 Del
102635,311.9554,47.8319,5.6,,
102693,312.1214,-43.9885,5.11,,ι Mic
102724,312.2345,46.1141,4.81,,55 Cyg
102772,312.3234,-25.7812,5.86,,
102773,312.3257,-68.7765,5.41,,σ Pav
102790,312.3707,-46.2268,4.9,,ζ Ind
102831,312.492,-33.7797,4.89,,α Mic
102843,312.5205,44.0593,5.06,,56 Cyg
102891,312.6741,-12.5449,5.87,,
102916,312.7532,-37.9133,5.52,,
102945,312.8573,-5.6266,5.99,,4 Aqr
102949,312.8677,28.2505,5.66,,T Vul
102950,312.8752,-51.6082,5.06,,ι Ind
102962,312.9104,-62.4293,5.67,,
102978,312.9554,-26.9191,4.12,,ω Cap
103004,313.032,27.097,4.56,,31 Vul
103005,313.0362,-5.5071,5.55,,5 Aqr
103045,313.1635,-8.9833,4.73,Albulan,μ Aqr
103089,313.3115,44.3873,4.8,,57 Cyg
103094,313.3274,45.1817,5.48,,
103127,313.4174,-39.8099,5.34,,
103145,313.4746,33.4379,5.47,,
103200,313.6402,28.0576,5.03,,32 Vul
103219,313.6848,75.9256,5.99,,
103226,313.6992,-17.9229,5.78,,19 Cap
103227,313.7025,-58.4542,3.67,,β Ind
103294,313.9029,13.7215,5.19,,17 Del
103298,313.9107,12.5686,5.54,,16 Del
103312,313.9575,47.4177,5.68,,
103359,314.1062,50.7286,5.83,,
103360,314.1079,49.1958,5.92,,
103371,314.1449,44.9247,5.96,,
103389,314.1972,-26.2964,5.7,,
103401,314.2251,-9.6975,5.49,,7 Aqr
103413,314.2934,41.1671,3.94,,ν Cyg
103460,314.4194,-16.0315,5.89,,
103511,314.5681,22.3259,5.3,,33 Vul
103519,314.5811,44.4717,5.55,,
103527,314.6081,10.8393,5.51,Musica,18 Del
103530,314.6251,50.4618,5.59,,
103545,314.6743,-14.4831,5.95,,DV Aqr
103569,314.7687,4.2935,5.3,,ε Equ
103571,314.7713,4.2946,5.24,,
103598,314.8558,59.4386,5.54,,
103632,314.9565,47.521,4.74,,f1 Cyg
103652,315.0166,7.5162,5.98,,
103673,315.0895,-51.2653,5.76,,
103675,315.1154,19.3296,5.69,,
103732,315.2955,46.1558,5.38,,60 Cyg
103738,315.3228,-32.2578,4.67,,γ Mic
103810,315.5375,56.6696,5.83,,
103836,315.6132,-38.531,5.93,,
103882,315.7415,-38.6314,5.32,,ζ Mic
103956,315.9484,53.2859,5.93,,
103981,316.0197,-5.8231,5.53,,12 Aqr
104019,316.1013,-19.855,4.82,Arm,η Cap
104031,316.1444,5.5029,5.63,,3 Equ
104043,316.1794,-77.0238,5.13,,α Oct
104060,316.2328,43.9279,3.72,,ξ Cyg
104085,316.3094,-54.727,5.17,,μ Ind
104101,316.3613,5.9582,5.94,,4 Equ
104105,316.3719,78.1264,5.91,,77 Dra
104139,316.4868,-17.2329,4.08,,θ Cap
104148,316.5048,-30.1251,5.69,,δ Mic
104171,316.5971,71.4318,5.88,,
104174,316.6028,-32.3416,5.2,,2 PsA
104177,316.6063,-41.386,5.55,,η Mic
104185,316.626,31.1847,5.77,,DT Cyg
104194,316.6504,47.6484,4.56,,f2 Cyg
104214,316.7248,38.7494,5.2,,61 Cyg
104234,316.7819,-25.0059,4.49,,A Cap
104364,317.1362,-63.9283,5.75,,
104365,317.1401,-21.1937,5.3,,χ Cap
104371,317.162,30.2056,5.6,,V0389 Cyg
104382,317.1952,-88.9565,5.45,Polaris Australis,σ Oct
104440,317.3435,-73.173,5.67,,
104459,317.3985,-11.3717,4.5,Albulaan,ν Aqr
104516,317.5649,53.5631,5.75,,
104521,317.5854,10.1316,4.7,,γ Equ
104642,317.951,59.9866,5.64,,
104680,318.0571,-40.2694,5.83,,NSV 25 506
104732,318.2341,30.2269,3.21,,ζ Cyg
104738,318.2628,-39.4249,5.25,,
104750,318.3222,-27.6193,5.41,,3 PsA
104752,318.329,-36.4235,5.97,,
104755,318.3355,-70.1263,5.06,,ο Pav
104858,318.6201,10.007,4.47,,δ Equ
104887,318.6979,38.0453,3.74,,τ Cyg
104963,318.9079,-20.6517,5.17,,φ Cap
104968,318.9269,77.0123,5.92,,
104974,318.9368,-15.1715,5.31,,29 Cap
104978,318.9411,-53.2631,5.73,,
104987,318.956,5.2478,3.92,Kitalpha,α Equ
105080,319.3094,55.798,6,,
105102,319.354,39.3947,4.22,,σ Cyg
105138,319.4795,34.8969,4.41,,υ Cyg
105140,319.4845,-32.1725,4.71,,ε Mic
105143,319.4887,-17.9851,5.4,,30 Cap
105164,319.5461,-4.5195,5.83,,15 Aqr
105186,319.6133,43.9459,5.04,,A Cyg
105199,319.6449,62.5856,2.45,Alderamin,α Cep
105224,319.7168,11.2034,5.97,,
105259,319.8154,58.6235,5.51,,V0381 Cep
105268,319.8426,64.8719,5.19,,6 Cep
105269,319.8424,38.2375,5.89,,V1334 Cyg
105282,319.8698,49.5103,5.75,,
105319,319.9666,-53.4494,4.39,,θ Ind
105382,320.1902,-40.8095,4.8,,θ1 Mic
105411,320.2683,23.856,5.58,,34 Vul
105412,320.268,-4.5601,5.87,,16 Aqr
105413,320.2701,7.3545,5.81,,9 Equ
105497,320.5017,49.3888,5.68,,
105502,320.5217,19.8045,4.08,,1 Peg
105515,320.5617,-16.8345,4.28,,ι Cap
105570,320.7234,6.8111,5.16,,β Equ
105574,320.7344,-9.3193,5.99,,17 Aqr
105576,320.7521,-22.669,5.63,,
105652,320.9951,24.2741,5.7,,
105665,321.04,-20.8519,5.38,,33 Cap
105668,321.0479,-12.8781,5.48,,18 Aqr
105696,321.1034,-41.0067,5.76,,θ2 Mic
105703,321.1417,26.1746,5.67,,
105727,321.2065,80.5248,5.97,,
105761,321.3043,-9.7486,5.71,,19 Aqr
105767,321.3207,-3.5567,5.48,,21 Aqr
105769,321.3315,46.7143,5.59,,
105811,321.4459,36.6674,5.93,,69 Cyg
105854,321.5953,-37.8294,5.64,,
105858,321.6109,-65.3662,4.21,,γ Pav
105881,321.6668,-22.4113,3.77,Yen,ζ Cap
105898,321.7151,48.8352,5.29,,
105913,321.7568,-42.5479,5.5,,
105928,321.8117,-21.1962,5.78,,35 Cap
105942,321.839,37.1168,5.3,,70 Cyg
105966,321.9169,27.6086,5.39,,35 Vul
105972,321.9423,66.8091,5.42,,7 Cep
106003,322.0344,32.2253,5.75,,
106032,322.165,70.5607,3.23,Alfirk,β Cep
106039,322.1808,-21.8072,4.5,,b Cap
106044,322.1872,-69.5054,5.47,,SX Pav
106062,322.2491,22.1794,5.84,,NV Peg
106093,322.3623,46.5406,5.22,,g Cyg
106140,322.4871,23.6388,4.52,,2 Peg
106227,322.747,60.4594,5.53,,
106278,322.8897,-5.5712,2.9,Sadalsuud,β Aqr
106327,323.0245,-41.1793,5.29,,ξ Gru
106340,323.0607,-33.9446,5.97,,6 PsA
106393,323.2358,49.9776,5.77,,
106429,323.348,-44.8487,5.57,,
106481,323.4952,45.5918,3.98,,ρ Cyg
106551,323.694,38.5341,4.87,,72 Cyg
106559,323.7127,-20.0843,5.7,,37 Cap
106592,323.8234,-3.9833,5.79,,
106642,324.0104,45.3746,5.96,,W Cyg
106654,324.0457,-26.1715,5.73,,8 PsA
106711,324.2374,40.4135,5.04,,74 Cyg
106723,324.2701,-19.466,4.51,Kastra,ε Cap
106786,324.438,-7.8542,4.68,Bunda,ξ Aqr
106787,324.4393,19.3186,5.46,,5 Peg
106801,324.4801,62.0819,4.76,,9 Cep
106856,324.6331,5.7717,5.66,,4 Peg
106886,324.7401,57.489,5.74,,
106897,324.755,20.2655,5.77,,NZ Peg
106944,324.8886,2.2436,5.1,,d Aqr
106985,325.0227,-16.6623,3.69,Nashira,γ Cap
106999,325.0463,43.2738,5.09,,75 Cyg
107089,325.3694,-77.39,3.73,,ν Oct
107095,325.3869,-14.0476,5.16,,42 Cap
107119,325.4804,71.3114,4.55,,11 Cep
107128,325.5029,-23.2629,5.24,,41 Cap
107129,325.5045,35.5102,5.98,,V0460 Cyg
107136,325.5236,51.1896,4.69,Azelfafage,π1 Cyg
107144,325.5421,1.2853,5.66,,26 Aqr
107151,325.5644,5.6801,5.3,,7 Peg
107162,325.5957,41.077,5.73,,77 Cyg
107188,325.6646,-18.8663,4.72,,κ Cap
107230,325.7668,72.3201,5.18,,78 Dra
107232,325.7683,-14.3997,5.88,,44 Cap
107235,325.777,41.155,5.51,,
107253,325.8569,38.2836,5.69,,79 Cyg
107259,325.8769,58.78,4.23,The Garnet Star,μ Cep
107302,326.004,-14.7494,5.96,,45 Cap
107310,326.0357,28.7426,4.49,,μ1 Cyg
107315,326.0465,9.875,2.38,Enif,ε Peg
107348,326.1279,17.35,4.34,,9 Peg
107350,326.1305,14.7719,5.96,,HN Peg
107354,326.1614,25.645,4.14,,κ Peg
107374,326.222,62.4606,5.94,,
107380,326.2367,-33.0258,4.35,,ι PsA
107382,326.2511,-9.0824,5.1,,c Cap
107418,326.3622,61.1208,4.25,Castula,ν Cep
107472,326.5182,22.9489,5.29,,12 Peg
107487,326.5678,-9.2759,6,,47 Cap
107517,326.6337,-11.366,5.57,,λ Cap
107533,326.6984,49.3096,4.23,,π2 Cyg
107556,326.7602,-16.1273,2.85,Deneb Algedi,δ Cap
107575,326.8082,2.6861,5.63,,11 Peg
107586,326.8554,60.6927,5.53,,12 Cep
107608,326.934,-30.8983,5.02,,θ PsA
107649,327.0656,-47.3036,5.57,,
107763,327.4612,30.1742,5.07,,14 Peg
107773,327.5005,-64.7125,5.62,,
107788,327.5362,17.2859,5.34,,13 Peg
107835,327.6966,-69.6294,5.52,,ο Ind
107843,327.7273,-82.7189,5.27,,λ Oct
107887,327.8927,19.8267,5.78,,
107930,328.0043,55.7967,5.7,,
107975,328.1247,28.7935,5.52,,15 Peg
108022,328.2657,25.9251,5.09,,16 Peg
108036,328.324,-13.5518,5.08,,μ Cap
108060,328.4058,19.6684,5.69,,
108085,328.4822,-37.3649,3,Aldhanab,γ Gru
108102,328.5432,-4.2762,5.71,,
108165,328.7215,56.6112,5.74,,13 Cep
108195,328.7975,-61.8866,5.92,,
108226,328.8792,65.3208,5.84,,
108294,329.0949,-37.2537,5.45,,
108317,329.1631,63.6256,5.11,,VV Cep
108339,329.2349,12.0765,5.54,,17 Peg
108431,329.4795,-54.9926,4.4,,δ Ind
108505,329.723,62.698,5.96,,
108535,329.8124,73.1799,5.04,,16 Cep
108543,329.8246,-38.3951,5.5,,
108612,330.033,6.7174,6,,18 Peg
108661,330.2093,-28.4537,5.43,,η PsA
108691,330.2709,0.6047,5.6,,28 Aqr
108693,330.2723,13.1198,5.61,,20 Peg
108699,330.2885,8.2572,5.65,,19 Peg
108758,330.4608,52.8823,5.79,,
108772,330.5191,58.0004,5.55,,14 Cep
108845,330.7361,44.6499,5.57,,V1942 Cyg
108849,330.7659,-76.1184,5.94,,
108868,330.8186,-6.5224,5.55,,30 Aqr
108870,330.8402,-56.786,4.69,,ε Ind
108874,330.8285,-2.1554,4.74,Sadalmulk,ο Aqr
108875,330.8293,11.3866,5.83,,21 Peg
108917,330.9477,64.628,4.26,Kurhah,ξ Cep
108924,330.9707,63.1199,5.26,,18 Cep
108975,331.1532,-26.8224,5.97,,UU PsA
108991,331.1976,-0.9063,5.29,,32 Aqr
109005,331.2521,62.7857,5.27,,20 Cep
109017,331.2866,62.2798,5.07,,19 Cep
109023,331.2972,26.6737,5.75,,
109056,331.3945,28.964,5.69,,23 Peg
109068,331.4198,5.0585,4.86,Fum al Faras,ν Peg
109074,331.446,-0.3199,2.95,Sadalmelik,α Aqr
109081,331.4626,-59.6361,5.62,,κ Ind
109102,331.5081,45.0143,5.09,,
109111,331.5287,-39.5434,4.47,,λ Gru
109139,331.6093,-13.8697,4.29,,ι Aqr
109176,331.7528,25.3451,3.77,,ι Peg
109209,331.8691,19.4755,5.74,,
109240,331.9596,21.7029,5.79,,25 Peg
109268,332.0583,-46.961,1.73,Alnair,α Gru
109285,332.0959,-32.9885,4.5,,μ PsA
109289,332.1081,-34.0438,4.99,,υ PsA
109332,332.2458,-18.5196,5.8,,35 Aqr
109352,332.3068,33.1723,5.58,,π1 Peg
109400,332.4518,72.3412,4.79,,24 Cep
109404,332.4821,-34.015,5.37,,
109410,332.4969,33.1782,4.28,,π Peg
109422,332.5366,-32.5484,4.94,,τ PsA
109427,332.5499,6.1979,3.52,Biham,θ Peg
109466,332.6406,-4.2669,5.98,,
109471,332.656,11.6245,5.78,,
109472,332.6562,-11.5649,5.43,,e Aqr
109474,332.6616,70.1326,5.52,,
109492,332.7137,58.2013,3.39,,ζ Cep
109521,332.7912,50.8234,5.38,,
109556,332.8774,59.4145,5.05,,λ Cep
109572,332.9532,56.8394,5.24,,
109577,332.9639,16.0406,5.93,,
109592,333.0084,60.7591,5.37,,
109602,333.0337,24.9506,5.97,,
109620,333.0935,63.291,5.76,,
109654,333.1993,34.6046,5.34,,
109693,333.2942,86.108,5.27,,
109730,333.4112,28.608,5.87,,
109737,333.4351,-25.1809,5.58,,
109745,333.4552,45.4406,5.53,,
109754,333.4697,39.7149,4.5,,
109786,333.5751,-21.0746,5.33,,41 Aqr
109789,333.5781,-27.7669,5.45,,λ PsA
109831,333.6849,42.9539,5.72,,
109857,333.7591,57.0436,4.18,,ε Cep
109908,333.9038,-41.3467,4.79,,μ1 Gru
109937,333.9924,37.7487,4.14,,1 Lac
109972,334.1107,57.2202,5.88,,
109973,334.1107,-41.6272,5.11,,μ2 Gru
110000,334.2002,-12.8314,5.34,,42 Aqr
110003,334.2085,-7.7833,4.17,Ancha,θ Aqr
110009,334.219,-9.0401,5.8,,
110023,334.2771,-5.3872,5.75,,44 Aqr
110078,334.4608,-77.5116,5.49,,ψ Oct
110103,334.5527,62.8044,5.75,,25 Cep
110109,334.5651,-53.6271,5.36,,
110130,334.6254,-60.2596,2.87,,α Tuc
110179,334.7531,-13.305,5.96,,45 Aqr
110256,335.007,-80.4397,5.09,,ε Oct
110273,335.0497,-7.8211,5.35,,ρ Aqr
110298,335.1149,5.7895,5.37,,30 Peg
110351,335.2564,46.5366,4.55,,2 Lac
110371,335.3306,28.3305,4.78,,32 Peg
110386,335.3795,12.2052,4.82,,31 Peg
110391,335.3982,-21.5982,5.12,,47 Aqr
110395,335.4141,-1.3873,3.86,Sadachbia,γ Aqr
110506,335.7833,-45.9285,5.62,,π2 Gru
110529,335.8785,-24.7627,5.53,,49 Aqr
110532,335.884,-7.1944,5.92,,
110538,335.8901,52.229,4.42,,β Lac
110578,336.0287,-4.837,5.79,,51 Aqr
110602,336.1128,-13.5294,5.76,,50 Aqr
110609,336.1291,49.4764,4.55,,4 Lac
110618,336.1537,-72.2554,5.28,,ν Ind
110649,336.235,-57.7974,5.31,,
110668,336.2942,-70.4316,5.78,,
110672,336.3193,1.3774,4.8,Seat,π Aqr
110725,336.5034,70.7709,5.47,,
110778,336.6428,-16.7421,5.55,,f Aqr
110785,336.6558,4.3938,5.76,,34 Peg
110787,336.6767,78.7859,5.83,,28 Cep
110817,336.7721,65.1323,5.52,,26 Cep
110838,336.8332,-64.9664,4.51,,δ Tuc
110873,336.9427,31.84,6,,
110882,336.9647,4.6957,4.78,,35 Peg
110935,337.157,-67.4891,5.56,,
110936,337.1634,-39.1318,5.47,,ν Gru
110960,337.208,-0.02,3.65,Sadaltager,ζ1 Aqr
110986,337.2833,9.129,5.6,,36 Peg
110991,337.2928,58.4152,4.07,,δ Cep
110992,337.2926,26.7632,5.79,,
110997,337.3174,-43.4956,3.97,,δ1 Gru
111022,337.3826,47.7069,4.34,,5 Lac
111043,337.4393,-43.7492,4.12,,δ2 Gru
111045,337.4417,-27.1073,5.95,,
111056,337.4707,78.8243,5.45,Al Kalb al Rai,ρ Cep
111062,337.4914,4.4317,5.51,,37 Peg
111068,337.5076,32.5726,5.64,,38 Peg
111104,337.6219,43.1234,4.52,,6 Lac
111123,337.6617,-10.678,4.82,,σ Aqr
111169,337.8229,50.2825,3.76,,α Lac
111188,337.8764,-32.3461,4.29,Fum al Hui,β PsA
111196,337.9063,-85.9673,5.76,,υ Oct
111242,338.0676,76.2264,5.7,,
111259,338.1099,39.7797,5.88,,
111310,338.2503,-61.9821,4.91,,ν Tuc
111362,338.4194,56.6247,5.72,,
111394,338.5121,-1.5743,5.88,,60 Aqr
111449,338.6735,-20.7082,5.21,,υ Aqr
111497,338.8391,-0.1175,4.04,,η Aqr
111515,338.9016,-23.9911,5.97,,
111532,338.9422,73.6432,5.08,,31 Cep
111546,338.9679,39.6343,5.73,,8 Lac
111600,339.1477,-31.6638,5.82,,
111643,339.2452,-40.591,5.85,,σ2 Gru
111660,339.304,75.3718,5.8,,
111674,339.3434,51.5451,4.64,,9 Lac
111710,339.4391,-4.2281,5.04,Situla,κ Aqr
111795,339.658,56.7956,5.11,,
111797,339.6627,63.5845,5.19,,30 Cep
111809,339.7144,-33.0813,5.66,,VZ PsA
111810,339.7191,19.5223,5.84,,40 Peg
111841,339.8153,39.0503,4.89,,10 Lac
111925,340.0767,53.8459,5.94,,
111934,340.0929,-30.6589,5.88,,
111944,340.1286,44.2763,4.5,,11 Lac
111954,340.1639,-27.0436,4.18,,ε PsA
111967,340.2038,-57.4223,5.98,,
111974,340.2195,14.5492,5.72,,
112029,340.3655,10.8314,3.41,Homam,ζ Peg
112031,340.3694,40.2254,5.25,,12 Lac
112041,340.4002,41.5491,5.93,,
112051,340.4392,29.3076,4.8,Sadalmatar,ο Peg
112067,340.4894,14.5164,5.92,,
112117,340.6537,-47.2108,5.99,,
112122,340.6669,-46.8846,2.07,Tiaki,β Gru
112158,340.7506,30.2212,2.93,Matar,η Peg
112203,340.8749,-41.4143,4.84,,ρ Gru
112211,340.8968,-18.8304,4.68,,g Aqr
112241,341.0217,39.4653,5.93,,
112242,341.0228,41.8192,5.11,,13 Lac
112374,341.4078,-53.5001,4.84,,η Gru
112381,341.4199,-46.5473,5.52,,
112405,341.5146,-81.3816,4.13,,β Oct
112417,341.5426,44.5461,5.84,,
112440,341.6328,23.5657,3.97,Sadalnazi,λ Peg
112447,341.6733,12.1729,4.2,Suudalnujum,ξ Peg
112519,341.8711,83.1538,4.77,,
112529,341.888,-19.6134,5.24,,68 Aqr
112542,341.9282,-14.0564,5.68,,τ1 Aqr
112590,342.046,37.4167,5.82,,
112623,342.1387,-51.3169,3.49,,ε Gru
112716,342.3979,-13.5926,4.05,,τ2 Aqr
112724,342.4201,66.2004,3.5,,ι Cep
112731,342.443,55.9028,5.43,,
112748,342.5008,24.6016,3.51,Sadalbari,μ Peg
112778,342.5907,41.9534,5.91,,14 Lac
112781,342.5951,-80.1238,5.32,,ξ Oct
112832,342.759,-39.1568,5.43,,
112833,342.7626,85.3737,5.89,,
112862,342.8372,-29.5363,5.99,,21 PsA
112864,342.8443,61.6967,5.61,,
112917,343.0085,43.3124,4.95,,15 Lac
112935,343.1003,9.8357,5.16,,σ Peg
112948,343.1314,-32.8755,4.46,,γ PsA
112961,343.1536,-7.5796,3.73,Hydor,λ Aqr
112997,343.2594,16.8412,5.86,,IM Peg
