hip,ra_deg,dec_deg,mag,name,desig
27973,88.7458,31.7015,5.9,,
27989,88.7929,7.4071,0.45,Betelgeuse,α Ori
28010,88.8747,-37.1207,4.97,,ξ Col
28011,88.8757,-4.6165,5.87,,
28085,89.0595,-22.84,5.95,,
28098,89.0873,-31.3824,5.52,,σ Col
28103,89.1012,-14.1677,3.71,,η Lep
28110,89.1168,9.5094,5.97,,
28139,89.206,11.5211,5.89,,
28199,89.3842,-35.2833,4.36,,γ Col
28237,89.4986,25.9539,4.81,,139 Tau
28271,89.6018,1.8371,5.89,,59 Ori
28287,89.6564,-44.0346,5.81,,
28296,89.7065,0.553,5.21,,60 Ori
28302,89.7218,12.8083,5.7,,
28325,89.768,-9.5583,5.04,,2 Mon
28328,89.7867,-42.8151,3.96,,η Col
28343,89.8407,49.9245,5.9,,
28358,89.8818,54.2847,3.72,,δ Aur
28360,89.8822,44.9474,1.9,Menkalinan,β Aur
28380,89.9303,37.2126,2.65,Mahasim,θ Aur
28404,89.9837,45.9367,4.3,,π Aur
28413,90.014,-3.0743,4.53,,
28484,90.2049,-51.2163,5.65,,
28499,90.244,47.9019,5.71,,36 Aur
28524,90.3179,-33.9118,5.54,,
28562,90.4294,48.9594,5.98,,
28574,90.4601,-10.5979,4.92,,3 Mon
28614,90.5958,9.6473,4.12,,μ Ori
28675,90.815,-26.2845,5.03,,
28691,90.864,19.6906,5.14,,64 Ori
28716,90.9799,20.1385,4.64,,χ2 Ori
28734,91.0301,23.2633,4.16,Propus,1 Gem
28744,91.0563,-6.7089,5.19,,V0696 Mon
28756,91.0844,-32.1724,5.65,,72 Col
28790,91.1671,-45.0789,5.93,,
28812,91.2424,5.42,5.67,,63 Ori
28814,91.2432,4.1587,5.63,,66 Ori
28816,91.2464,-16.4844,4.92,,17 Lep
28823,91.2641,42.9816,5.9,,39 Aur
28854,91.3626,-10.2426,5.88,,
28855,91.3632,-35.5136,5.8,,
28899,91.5231,-29.7586,5.79,,
28909,91.5391,-66.0396,5.72,,η1 Dor
28910,91.5388,-14.9353,4.67,,θ Lep
28943,91.6337,-23.1108,5.46,,
28946,91.6462,38.4826,5.35,,40 Aur
28949,91.6614,-4.1938,5.37,,
28984,91.7396,-21.8123,5.74,,
28991,91.7641,-62.1546,5.04,,
28992,91.7653,-34.312,5.82,,
29034,91.8818,-37.2529,5,Elkurud,θ Col
29038,91.893,14.7685,4.42,,ν Ori
29048,91.9235,-19.1659,5.28,,19 Lep
29064,91.9702,-42.154,5.5,,π2 Col
29134,92.1844,-68.8434,5.06,,ν Dor
29150,92.2411,-22.4274,5.49,,
29151,92.2413,2.4997,5.7,,
29196,92.3852,22.1903,5.93,,
29205,92.3939,-14.5846,5.56,,
29225,92.4333,23.1135,5.75,,3 Gem
29234,92.4498,-22.7743,5.71,,
29246,92.4959,58.9357,5.35,,37 Cam
29263,92.5433,-40.3538,5.54,,AF Col
29271,92.5603,-74.753,5.08,,α Men
29276,92.5746,-54.9686,4.72,,δ Pic
29294,92.6445,-27.1543,5.72,,
29353,92.8124,-65.5894,5.01,,η2 Dor
29379,92.8846,24.4203,5.83,,5 Gem
29388,92.9025,48.711,5.78,,41 Aur
29417,92.9659,-6.5503,5.06,,
29426,92.985,14.2088,4.45,,ξ Ori
29433,93.0056,19.7905,5.76,,68 Ori
29434,93.0137,16.1304,4.95,,f1 Ori
29451,93.0838,32.6934,5.78,,
29490,93.2128,65.7184,5.36,,36 Cam
29575,93.476,-3.7414,5.83,,
29616,93.6191,17.9064,5.86,,
29629,93.6529,-4.5685,5.83,,
29650,93.712,19.1564,5.2,,71 Ori
29651,93.7139,-6.2748,3.99,,γ Mon
29655,93.7194,22.5068,3.31,Propus,η Gem
29678,93.7853,13.8511,5.91,,
29679,93.785,-20.2722,5.88,,
29692,93.8238,-18.4772,5.99,,
29696,93.8445,29.4981,4.32,,κ Aur
29704,93.8547,16.1432,5.34,,f2 Ori
29711,93.8736,-4.9147,5.99,,
29716,93.8928,-0.5122,5.62,,
29730,93.9189,59.999,5.37,,40 Cam
29735,93.937,-13.7184,5,,
29736,93.9374,12.5511,5.44,,73 Ori
29771,94.032,-16.618,5.97,,
29800,94.1109,12.2722,5.04,,k Ori
29807,94.1381,-35.1405,4.37,,κ Col
29808,94.1483,-39.2644,6,,
29842,94.2551,-37.7374,5.54,,
29850,94.2776,9.9424,5.39,,l Ori
29852,94.2899,-37.2535,5.88,,
29860,94.3172,5.1001,5.7,,
29895,94.4238,-16.8159,5.15,,
29919,94.4784,61.5153,5.01,,1 Lyn
29941,94.5572,-19.967,5.51,,
29996,94.7108,-9.39,5.36,,
29997,94.7116,69.3198,4.76,,
30011,94.7457,-20.9256,5.79,,
30060,94.9058,59.011,4.44,,2 Lyn
30069,94.9207,-34.3966,5.76,,
30073,94.9283,-7.8229,5.27,,7 Mon
30093,94.9983,-2.9445,4.91,,
30099,95.0176,14.6511,5.67,,
30122,95.0783,-30.0634,3.02,Furud,ζ CMa
30143,95.151,-34.1441,5.55,,
30214,95.353,-11.7732,5.48,,FR CMa
30247,95.4422,53.4522,5.34,,45 Aur
30277,95.5285,-33.4364,3.85,,δ Col
30318,95.6516,12.5702,6,,
30321,95.6595,-69.984,5.56,,π1 Dor
30324,95.6749,-17.9559,1.98,Mirzam,β CMa
30342,95.7326,-56.37,5.6,,ν Pic
30343,95.7401,22.5136,2.87,Tejat,μ Gem
30419,95.942,4.5929,4.39,,ε Mon
30436,95.983,-25.5776,5.61,,
30438,95.988,-52.6957,-0.62,Canopus,α Car
30444,96.0042,-36.7078,5.62,,
30457,96.043,-11.5301,5.21,,
30463,96.0577,-60.2813,5.78,,
30520,96.2246,49.2879,4.92,Dolones,ψ1 Aur
30545,96.3189,-0.9459,5.88,,
30565,96.3693,-69.6903,5.37,,π2 Dor
30591,96.4319,-48.1769,5.76,,G Pup
30651,96.6077,56.2851,5.53,,RR Lyn
30666,96.6649,-1.5073,5.87,,
30679,96.7036,58.4174,5.21,,5 Lyn
30703,96.7672,-58.0021,5.82,,
30717,96.8073,0.2992,5.19,,77 Ori
30720,96.815,-0.276,5.55,,78 Ori
30728,96.8352,2.9083,5.55,,
30772,96.9899,-4.7622,5.06,,10 Mon
30788,97.0425,-32.5801,4.47,,λ CMa
30827,97.142,30.493,5.75,,48 Aur
30836,97.1559,-17.466,5.76,,
30840,97.1635,-32.3713,5.74,,IY CMa
30867,97.2045,-7.0331,3.76,,β Mon
30883,97.2408,20.2121,4.13,Nucatai,ν Gem
30932,97.3687,-56.8528,5.2,,61 Pic
30953,97.4544,-50.2391,5.28,,
30972,97.5124,46.6856,5.88,,47 Aur
30986,97.547,-10.0815,5.92,,
31037,97.6929,-27.7696,5.92,,
31039,97.6963,58.1626,5.86,,6 Lyn
31072,97.8046,-35.2588,5.82,,
31079,97.8263,-51.826,5.58,,
31084,97.846,-12.392,5.16,,
31119,97.9512,11.5444,5.22,,
31121,97.9586,-8.1582,5.43,,
31125,97.964,-23.4184,4.34,,ξ1 CMa
31137,97.993,-58.7538,5.69,,μ Pic
31159,98.08,4.856,5.88,,12 Mon
31165,98.0891,-37.6967,5.25,,
31167,98.0964,-5.8688,5.6,,
31173,98.1133,32.4549,5.82,,WW Aur
31190,98.1624,-32.0304,5.73,,
31216,98.2259,7.333,4.47,,13 Mon
31277,98.4007,14.1552,5.57,,
31278,98.408,-1.2202,5.09,,
31299,98.4562,-36.232,5.42,,
31362,98.6472,-32.7163,5.62,,
31407,98.7441,-52.9756,4.35,,N Car
31416,98.7641,-22.9648,4.54,,ξ2 CMa
31434,98.8003,28.0223,5.26,,49 Aur
31446,98.8159,0.8902,5.78,,
31448,98.8233,9.9883,5.93,,
31457,98.8509,-36.7799,5.59,,
31564,99.0952,-18.6599,5.71,,ν1 CMa
31579,99.1368,38.4455,5.4,,
31583,99.1472,-5.2111,5.52,,
31592,99.171,-19.2559,3.95,,ν2 CMa
31599,99.1942,-13.321,5.95,,
31637,99.3076,-36.9907,5.72,,
31665,99.41,56.8575,5.87,,11 Lyn
31676,99.4224,61.4812,5.94,,8 Lyn
31681,99.4279,16.3993,1.93,Alhena,γ Gem
31685,99.4403,-43.1959,3.17,,ν Pup
31688,99.4484,-32.3397,5.25,,
31700,99.4726,-18.2375,4.42,,ν3 CMa
31737,99.5959,28.9844,5.76,,53 Aur
31765,99.6568,-48.2202,5.05,,
31771,99.6647,39.3909,5.7,,51 Aur
31789,99.7049,39.9026,5.34,,ψ3 Aur
31827,99.8197,-14.1458,4.82,,
31832,99.8326,42.4889,4.8,,ψ2 Aur
31870,99.9278,-30.4705,5.7,,
31876,99.9488,12.9828,5.99,,
31897,100.012,-80.8136,5.61,,ζ Men
31940,100.1203,77.9958,5.75,,
31946,100.1344,71.7488,5.88,,
31978,100.2444,9.8958,4.66,,15 Mon
31992,100.2727,0.4953,5.79,,
32064,100.4849,-9.1675,5.21,,
32104,100.6014,17.6453,5.2,,26 Gem
32173,100.7707,44.5244,5.04,,ψ4 Aur
32226,100.911,3.9325,5.88,,
32246,100.983,25.1311,3.06,Mebsuta,ε Gem
32249,100.9971,13.228,4.49,,30 Gem
32292,101.1186,-31.0705,5.23,,10 CMa
32311,101.1894,28.9709,5.42,,28 Gem
32349,101.2872,-16.7161,-1.44,Sirius,α CMa
32362,101.3224,12.8956,3.35,Alzirr,ξ Gem
32366,101.3456,-31.7937,5.92,,
32385,101.38,-30.949,5.62,,HP CMa
32402,101.4738,-52.4097,5.81,,
32411,101.4975,-14.7961,5.3,,
32438,101.5589,59.4417,4.86,,12 Lyn
32439,101.559,79.5648,5.44,,
32463,101.6351,8.5872,5.92,,16 Mon
32474,101.6626,-10.1074,5.66,,
32480,101.6847,43.5774,5.24,,ψ5 Aur
32489,101.7063,57.1692,5.34,,13 Lyn
32492,101.7129,-14.426,5.28,,11 CMa
32494,101.7195,-51.2657,5.39,,
32531,101.828,-55.54,5.6,,O Car
32533,101.8326,8.0373,4.77,,17 Mon
32537,101.8392,-37.9297,5.27,,x Pup
32558,101.9051,-8.9985,5.08,,
32562,101.9149,48.7895,5.22,,ψ6 Aur
32578,101.9652,2.4122,4.48,,18 Mon
32607,102.0477,-61.9414,3.24,,α Pic
32609,102.0512,55.7042,5.54,,
32617,102.0794,-1.3189,5.75,,
32677,102.2406,-15.1447,5.39,,
32698,102.3184,-2.272,5.75,,
32740,102.4221,32.6068,5.72,,IS Gem
32753,102.4577,16.2029,5.87,,33 Gem
32759,102.4602,-32.5085,3.5,,κ CMa
32761,102.4638,-53.6224,4.41,,A Car
32765,102.4776,-46.6146,5.14,,
32768,102.484,-50.6146,2.94,,τ Pup
32809,102.5907,-17.0846,5.77,,
32810,102.5973,-31.7061,5.74,,HZ CMa
32814,102.6062,13.4132,5.68,,35 Gem
32844,102.6914,41.7812,4.99,,ψ7 Aur
32851,102.7076,-0.5409,5.78,,
32855,102.7181,-34.3673,4.99,,
32864,102.7379,67.5719,5.14,,42 Cam
32912,102.8624,-70.9634,5.41,,ι Vol
32921,102.8877,21.7611,5.28,,d Gem
32938,102.9268,-36.2303,5.94,,
32968,102.9999,23.6017,5.68,,
33018,103.1972,33.9613,3.6,,θ Gem
33024,103.2061,8.3804,5.75,,
33048,103.271,59.4485,5.34,,14 Lyn
33077,103.3284,-19.0328,5.65,,
33092,103.3871,-20.2243,4.82,,15 CMa
33104,103.426,68.8883,5.11,,43 Cam
33152,103.5331,-24.1842,3.89,Udra,ο1 CMa
33160,103.5475,-12.0386,4.08,,θ CMa
33184,103.6028,-1.127,5.44,,
33202,103.661,13.1778,4.73,,e Gem
33248,103.7614,-20.4049,5.8,,17 CMa
33277,103.8278,25.3757,5.74,,37 Gem
33302,103.906,-20.1365,4.66,,π CMa
33316,103.9455,-22.9414,5.29,,
33345,104.0277,-14.0434,5,Isis,μ CMa
33347,104.0343,-17.0542,4.36,,ι CMa
33357,104.0666,-48.7211,4.94,,
33372,104.1076,9.9566,5.9,,
33377,104.1336,46.274,5.85,,ψ9 Aur
33384,104.1436,-79.4202,5.45,,θ Men
33415,104.2335,46.7054,5.88,,
33421,104.2522,33.681,5.91,,
33449,104.3192,58.4228,4.35,,15 Lyn
33478,104.3913,-24.6308,5.45,,
33485,104.4046,45.0941,4.9,,16 Lyn
33558,104.6046,-34.1117,5.07,,t Pup
33575,104.6496,-25.4142,5.59,,
33579,104.6565,-28.9721,1.5,Adhara,ε CMa
33603,104.7376,3.6024,5.96,,
33682,104.9606,-67.9164,5.18,,
33694,105.0168,76.9774,4.55,,
33715,105.0659,16.079,5.73,,41 Gem
33729,105.099,-8.4068,5.95,,
33779,105.2145,-51.4026,5.14,,23 Car
33804,105.2748,-25.2156,5.64,,LS CMa
33827,105.3392,70.8083,5.69,,
33856,105.4298,-27.9348,3.49,Unurgunite,σ CMa
33878,105.4849,-5.7221,5.22,,
33914,105.5729,15.336,5.78,,
33927,105.6033,24.2154,5.2,,ω Gem
33929,105.6064,17.7555,5.96,,NP Gem
33937,105.6387,16.6744,5.86,,
33971,105.7282,-4.2392,4.99,,19 Mon
33977,105.7561,-23.8333,3.02,Al Zara,ο2 CMa
34000,105.8129,-59.1781,5.5,,V0450 Car
34002,105.8246,9.1384,5.96,,
34017,105.8769,29.3371,5.93,,
34033,105.9086,10.9518,5.14,,
34045,105.9396,-15.6333,4.11,Muliphein,γ CMa
34059,105.9734,-49.5839,4.92,,H Pup
34065,105.9888,-43.608,5.56,,
34081,106.0116,-42.3373,5.2,,C Pup
34086,106.0219,-5.324,5.63,,
34088,106.0272,20.5703,4.01,Mekbuda,ζ Gem
34105,106.0764,-56.7497,5.14,,V0386 Car
34182,106.3265,22.6375,6,,44 Gem
34215,106.4126,9.1858,5.78,,
34267,106.5483,34.474,5.55,,
34301,106.6699,-11.294,5.41,,FN CMa
34339,106.7795,-40.8933,5.8,,D Pup
34349,106.8054,-51.9683,5.96,,
34358,106.8433,34.0093,5.94,,
34360,106.8441,-23.8407,5.75,,FV CMa
34387,106.9562,7.4712,5.74,,
34440,107.0918,15.9307,5.47,,45 Gem
34444,107.0979,-26.3932,1.83,Wezen,δ CMa
34473,107.1765,-70.4971,5.68,,γ1 Vol
34481,107.1869,-70.4989,3.78,,γ2 Vol
34495,107.2128,-39.6557,4.83,,A Pup
34561,107.389,-16.2345,6,,OS CMa
34579,107.4293,-25.231,5.69,,LZ CMa
34622,107.557,-4.2371,4.91,,20 Mon
34624,107.5805,-27.4915,5.46,,
34670,107.6978,-48.9321,5.12,,
34693,107.7849,30.2452,4.41,,τ Gem
34722,107.8461,26.8566,5.75,,47 Gem
34724,107.8484,-0.3019,5.44,,21 Mon
34752,107.9139,39.3205,4.91,,63 Aur
34758,107.9234,-20.8831,5.84,,
34769,107.9661,-0.4928,4.15,,δ Mon
34798,108.0509,-25.9426,5.91,,26 CMa
34802,108.0659,-40.4988,5.3,,E Pup
34817,108.1076,-36.5444,5.94,,V0363 Pup
34819,108.1099,24.1286,5.85,,48 Gem
34834,108.1401,-46.7593,4.49,,I Pup
34888,108.28,-11.2513,5.77,,
34899,108.3056,-45.1827,4.87,,L1 Pup
34909,108.3428,16.159,5.07,,51 Gem
34912,108.3475,51.4287,5.46,,UY Lyn
34914,108.3501,-22.6742,5.99,,
34922,108.3847,-44.6397,4.42,,L2 Pup
34975,108.5452,-3.9018,5.8,,
34981,108.5634,-26.3525,4.42,,27 CMa
34982,108.5647,-9.9475,5.9,,
34987,108.5836,3.1114,5.36,,
35005,108.6359,12.1158,5.71,,
35020,108.6589,-48.2719,4.75,,
35025,108.6749,24.885,5.84,,52 Gem
35029,108.6917,-46.8497,5.72,,PR Pup
35037,108.7027,-26.7727,4.01,,ω CMa
35044,108.7132,-27.038,5.58,,
35054,108.7381,-41.4264,5.95,,
35083,108.8378,-30.6864,5.36,,
35084,108.8384,-52.4992,5.96,,
35120,108.9143,7.9777,5.78,,
35127,108.9302,-10.5836,5.95,,
35136,108.9589,47.24,5.54,,
35146,108.9788,59.6375,5.2,,18 Lyn
35152,108.9882,27.8974,5.75,,53 Gem
35180,109.0606,-15.5857,5.46,,
35181,109.0645,-46.7745,5.64,,
35202,109.1327,-38.3189,5.81,,
35205,109.1458,-27.8812,4.66,,
35210,109.1535,-23.3156,4.83,,145 CMa
35226,109.2059,-36.5926,5.03,,
35228,109.2076,-67.9572,3.97,,δ Vol
35264,109.2857,-37.0975,2.71,,π Pup
35304,109.3905,52.1311,5.93,,
35341,109.5092,40.8834,5.87,,64 Aur
35347,109.5177,-43.9868,5.86,,M Pup
35350,109.5232,16.5404,3.58,,λ Gem
35363,109.5766,-36.734,4.65,,v1 Pup
35384,109.6332,49.4648,5,,
35393,109.6396,-39.2103,5.24,,F Pup
35406,109.6591,-36.7427,5.11,,v2 Pup
35412,109.6682,-24.5587,4.88,,29 CMa
35415,109.677,-24.9544,4.37,,τ CMa
35427,109.7136,-26.5859,5.29,,
35476,109.8432,2.7407,5.9,,
35487,109.8674,-16.3952,5.7,,R CMa
35509,109.9485,7.1429,5.91,,
35550,110.0307,21.9823,3.5,Wasat,δ Gem
35564,110.0893,-52.3115,5.5,,
35589,110.1617,-52.0859,5.38,,
35611,110.2288,-26.9638,6,,HQ CMa
35615,110.2429,-14.3605,5.59,,
35626,110.2681,-25.8916,5.87,,MZ CMa
35643,110.3229,45.2282,5.74,,
35699,110.4869,20.4437,5.09,,56 Gem
35710,110.5109,36.7606,5.12,,65 Aur
35712,110.5145,0.1771,5.99,,
35727,110.5564,-19.0166,4.94,,
35749,110.6058,-5.9828,5.83,,
35785,110.7169,55.2814,5.8,,19 Lyn
35795,110.7529,-31.9238,5.4,,NO CMa
35846,110.8688,25.0505,5.04,,A Gem
35848,110.8708,-27.8343,5.37,,
35855,110.8829,-32.2021,5.41,,
35904,111.0238,-29.3031,2.45,Aludra,η CMa
35907,111.0353,40.6724,5.23,,66 Aur
35941,111.1394,27.6379,5.77,,59 Gem
35951,111.1674,-16.2015,5.18,,FW CMa
35957,111.1827,-31.8089,5.35,,
35984,111.2379,51.8873,5.8,,
35987,111.2424,11.6695,5.37,,1 CMi
35998,111.2846,-13.752,5.79,,
36024,111.3553,-25.2178,5.79,,
36039,111.4087,-79.0942,5.54,,ε Men
36041,111.4121,9.2761,4.99,,ε CMi
36046,111.4317,27.7981,3.78,Propus,ι Gem
36055,111.4633,-5.775,5.98,,
36114,111.591,-51.0185,5.09,,
36143,111.6769,-34.1407,5.9,,
36145,111.6785,49.2115,4.61,,21 Lyn
36156,111.7347,20.2576,5.94,,61 Gem
36168,111.7478,-23.086,5.65,,FY CMa
36186,111.7833,-17.8649,5.6,,NR CMa
36188,111.7877,8.2893,2.89,Gomeisa,β CMi
36236,111.9289,-22.8592,5.98,,
36238,111.9348,21.4452,5.2,,63 Gem
36251,111.9653,-11.5569,5.79,,
36258,111.9965,-29.1559,5.55,,
36265,112.0086,6.942,5.22,,η CMi
36284,112.0408,8.9255,4.33,,γ CMi
36345,112.2131,-31.8484,5.95,,
36348,112.2145,48.1839,5.7,,
36362,112.2705,-31.4562,5.78,,
36363,112.2737,-38.8121,5.41,,y Pup
36366,112.278,31.7846,4.16,,ρ Gem
36377,112.3076,-43.3014,3.25,,σ Pup
36388,112.3278,-1.9053,5.6,,
36393,112.3352,28.1183,5.07,,64 Gem
36396,112.3421,-10.3267,5.75,,
36399,112.3568,-7.5512,5.86,,
36425,112.4491,12.0066,4.55,,6 CMi
36429,112.4532,27.9161,5.01,,b Gem
36431,112.4642,-23.0243,4.85,,
36439,112.4832,49.6725,5.35,,22 Lyn
36444,112.4988,-52.6512,5.87,,
36496,112.6288,-54.3994,5.95,,
36514,112.6775,-30.9623,4.65,,
36528,112.7196,68.4656,5.63,,
36547,112.7686,82.4115,4.92,,VZ Cam
36616,112.9517,17.086,5.45,,
36640,113.024,-8.8813,5.9,,
36641,113.0248,1.9145,5.24,,δ1 CMi
36721,113.2907,-24.7107,5.84,,
36723,113.2986,3.2904,5.59,,δ2 CMi
36732,113.3315,-19.4125,5.64,,
36760,113.402,15.8267,5.27,,68 Gem
36773,113.4498,-14.5239,4.82,,KQ Pup
36778,113.4627,-36.3384,5.42,,z Pup
36795,113.5133,-22.2961,4.44,,
36812,113.5662,3.3717,5.83,,δ3 CMi
36817,113.5776,-23.4737,5.06,,n Pup
36848,113.645,-27.0123,5.78,,
36850,113.6494,31.8883,1.58,Castor,α Gem
36896,113.7867,30.9609,5.34,,
36917,113.8454,-28.3693,4.65,,p Pup
36942,113.9155,-52.5338,4.93,,Q Car
36962,113.9806,26.8957,4.06,,υ Gem
36981,114.0162,-14.4928,5.66,,V0378 Pup
37023,114.1318,46.1803,5.66,,
37031,114.1446,5.8622,5.89,,
37036,114.171,-19.7023,5.69,,PT Pup
37043,114.183,-48.8302,5.69,,y2 Pup
37046,114.196,55.7551,5.93,,
37088,114.3195,-4.111,5.14,,25 Mon
37096,114.3421,-34.9685,4.53,,f Pup
37140,114.4744,48.7738,5.93,,
37173,114.5752,-25.3648,4.69,,m Pup
37174,114.5759,-48.6014,5.68,,y3 Pup
37204,114.6369,35.0486,5.58,,70 Gem
37223,114.6829,-36.4968,5.78,,e Pup
37229,114.7078,-26.8038,3.8,Markab,κ1 Pup
37265,114.7914,34.5843,4.89,Jishui,ο Gem
37279,114.8255,5.225,0.4,Procyon,α CMi
37297,114.8639,-38.308,4.84,,d1 Pup
37300,114.8691,17.6745,5.04,,f Gem
37322,114.9326,-38.1393,5.73,,d2 Pup
37329,114.9495,-38.2607,5.76,,d3 Pup
37345,114.9916,-37.5794,5.99,,d4 Pup
37364,115.0564,-19.6609,5.92,,
37369,115.0612,38.3445,5.77,,
37379,115.0967,-15.2639,4.98,,140 Pup
37391,115.127,87.0201,5.05,,OV Cep
37428,115.2438,23.0185,5.93,,
37441,115.3017,48.1315,5.58,,
37447,115.3118,-9.5511,3.94,,α Mon
37450,115.3159,-38.5335,5.41,,
37478,115.3965,3.6248,5.95,,
37504,115.4553,-72.6061,3.93,,ζ Vol
37508,115.466,13.4805,5.79,,
37521,115.5134,14.2085,5.55,,NZ Gem
37590,115.7006,-26.3513,5.64,,
37606,115.7379,-45.1731,5.04,,
37609,115.7517,58.7104,4.93,,24 Lyn
37623,115.7999,-36.0501,5.6,,
37629,115.828,28.8835,4.23,,σ Gem
37648,115.8849,-28.4109,4.63,,1 Pup
37664,115.9247,-40.9337,5.12,,
37677,115.952,-28.9548,3.94,,l Pup
37701,116.0174,50.4338,5.31,,
37704,116.0288,25.7842,5.3,,c Gem
37710,116.0404,-36.0625,5.8,,
37740,116.1119,24.398,3.57,,κ Gem
37751,116.1424,-24.6741,5.62,,V0390 Pup
37752,116.1424,-37.9429,5.89,,
37819,116.3137,-37.9686,3.62,,c Pup
37826,116.329,28.0262,1.16,Pollux,β Gem
37853,116.3959,-34.1724,5.36,,171 Pup
37891,116.487,-14.5638,5.03,,4 Pup
37901,116.5091,-6.7725,5.49,,
37908,116.531,18.51,4.89,,g Gem
37915,116.5439,-37.9337,5.87,,V0392 Pup
37921,116.5675,10.7683,5.25,,11 CMi
37946,116.6637,37.5174,5.15,,DU Lyn
37949,116.667,65.4557,5.93,,51 Cam
37995,116.8023,-22.5195,5.9,,
38010,116.8541,-38.5111,5.07,,
38016,116.8763,33.4157,5.14,,π Gem
38020,116.8813,-46.6085,5.22,,
38048,116.9863,-12.1927,5.48,,5 Pup
38070,117.0215,-25.9372,4.4,,ο Pup
38089,117.084,-47.0777,4.69,,Q Pup
38146,117.257,-24.9122,5.32,,188 Pup
38152,117.278,-56.4104,5.57,,
38159,117.3036,-46.8577,5.82,,QS Pup
38160,117.3038,-60.2837,5.78,,
38164,117.3096,-46.3732,4.1,,P Pup
38167,117.311,-35.2433,5.94,,V0397 Pup
38170,117.3236,-24.8598,3.34,Azmidi,ξ Pup
38200,117.3975,-33.2889,5.61,,
38210,117.4208,-66.196,5.78,,
38211,117.4217,-17.2284,5.17,,6 Pup
38253,117.5441,-9.1834,5.6,,
38267,117.5993,-50.5095,5.89,,
38373,117.925,1.7669,5.12,,ζ CMi
38375,117.9293,-21.1737,5.62,,
38382,117.9429,-13.898,5.16,,9 Pup
38414,118.0543,-40.5758,3.71,,a Pup
38423,118.0653,-34.7054,5.01,,212 Pup
38427,118.0787,-14.8462,5.69,,10 Pup
38438,118.1239,-54.3672,5.7,,V0372 Car
38455,118.161,-38.8628,4.49,,b Pup
38474,118.1994,-5.4283,5.76,,
38497,118.2646,-36.3638,5.44,,
38500,118.2651,-49.613,4.63,,
38518,118.3257,-48.1029,4.22,,J Pup
38538,118.3742,26.7658,4.97,,φ Gem
38593,118.5459,-35.8773,5.48,,
38639,118.6779,47.5646,5.47,,26 Lyn
38656,118.7222,-57.3028,5.62,,
38712,118.881,8.8628,5.86,,
38722,118.9162,19.884,5.38,,85 Gem
38783,119.0777,-60.5264,5.74,,
38827,119.1946,-52.9824,3.46,,χ Car
38835,119.2147,-22.8801,4.2,,j Pup
38846,119.2408,-43.5004,5.36,,
38848,119.2477,15.7903,5.8,,1 Cnc
38872,119.3268,-44.1099,5.08,,N Pup
38901,119.4171,-30.3346,4.76,,χ Pup
38908,119.4455,-60.3031,5.59,,
38917,119.4655,-45.5777,5.14,,O Pup
38957,119.5602,-49.2449,4.47,,V Pup
38962,119.5861,2.2248,5.3,,14 CMi
38994,119.7106,-60.8245,5.77,,V0374 Car
39014,119.7575,-45.2158,5.98,,
39023,119.7738,-23.3104,5.09,,12 Pup
39061,119.8682,-39.2969,5.22,,
39070,119.9064,-60.5871,5.19,,V0460 Car
39079,119.934,-3.6796,4.93,,27 Mon
39095,119.9669,-18.3992,4.61,,
39117,120.0489,73.9179,5.37,,
39138,120.0832,-63.5675,4.81,,D Car
39177,120.1971,17.3087,5.6,,3 Cnc
39184,120.2081,-54.1513,5.87,,
39191,120.2328,25.3928,5.87,,ω Cnc
39211,120.3056,-1.3926,4.69,,28 Mon
39213,120.3079,4.8798,5.65,,
39221,120.3366,59.0474,5.78,,
39236,120.3762,16.4553,5.99,,5 Cnc
39251,120.4064,-37.2837,5.9,,
39311,120.5664,2.3346,4.39,,G CMi
39360,120.6866,-41.3098,5.52,,V0336 Pup
39380,120.7673,-32.4635,5.83,,
39424,120.8795,27.7943,4.94,,χ Gem
39429,120.896,-40.0031,2.21,Naos,ζ Pup
39487,121.0675,-32.6748,5.25,,MZ Pup
39527,121.1767,-50.5904,5.96,,
39538,121.1961,79.4796,5.39,,
39566,121.2655,-53.1079,5.52,,
39567,121.2687,13.1182,5.14,,8 Cnc
39659,121.5766,22.6355,5.96,,9 Cnc
39690,121.6681,-45.266,5.04,,
39734,121.8252,-20.5543,5.33,,
39757,121.886,-24.3043,2.83,Tureis,ρ Pup
39780,121.9411,21.5818,5.3,,μ Cnc
39794,121.9825,-68.6171,4.35,,ε Vol
39847,122.1144,51.5067,4.78,,27 Lyn
39863,122.1485,-2.9838,4.36,,ζ Mon
39903,122.2528,-61.3024,4.74,,B Car
39906,122.2568,-19.245,4.4,,16 Pup
39919,122.2896,-48.6844,5.66,,NN Vel
39943,122.3689,-16.2489,5.66,,
39953,122.3831,-47.3366,1.75,Regor,γ2 Vel
39957,122.3901,-56.0854,5.66,,
39961,122.3996,-44.1228,5.2,,
39970,122.4298,-47.9372,5.23,,IS Vel
39995,122.5157,58.2482,5.91,,
40023,122.6133,25.5073,5.73,,ψ Cnc
40035,122.6659,-13.7992,5.53,,18 Pup
40077,122.795,-48.462,5.83,,
40084,122.8179,-12.927,4.72,,19 Pup
40091,122.8396,-39.6185,4.44,,h1 Pup
40096,122.8579,-42.9873,4.73,,
40107,122.8875,-7.7725,5.36,,
40155,122.9999,-46.6444,5.77,,AH Vel
40167,123.053,17.6478,4.67,Tegmine,ζ1 Cnc
